order_id,order_type,prep_time,wait_time
641,Online,12,15
642,Online,11,15
642,In-store,8,15
642,Online,13,18
642,In-store,6,11
643,Online,14,16
644,In-store,8,14
644,In-store,10,17
645,Online,10,16
645,Online,8,11
646,In-store,7,11
646,Online,11,14
647,Online,14,17
648,Online,14,19
648,In-store,8,12
649,Online,10,13
649,Online,9,12
649,In-store,5,8
649,In-store,6,12
650,In-store,9,16
651,In-store,9,17
651,Online,9,15
651,In-store,7,10
652,In-store,5,12
652,Online,12,19
652,In-store,5,8
652,Online,15,22
653,In-store,10,13
654,In-store,9,12
654,In-store,10,14
654,Online,13,15
655,In-store,7,10
656,Online,13,15
656,In-store,9,17
657,In-store,9,11
657,In-store,5,13
658,Online,9,15
658,In-store,5,9
658,In-store,8,15
659,Online,14,21
659,In-store,7,12
660,In-store,6,14
660,In-store,5,8
661,Online,11,13
662,Online,9,15
662,Online,8,15
663,Online,9,17
664,In-store,7,10
664,Online,15,23
664,In-store,7,10
665,In-store,5,11
665,In-store,6,10
666,In-store,9,11
667,Online,8,12
667,Online,12,16
668,Online,12,16
668,Online,15,20
668,In-store,8,14
668,In-store,10,16
669,Online,10,14
669,In-store,6,10
670,In-store,5,10
670,In-store,6,14
671,In-store,9,17
672,In-store,6,14
672,Online,12,19
673,In-store,7,14
673,In-store,8,11
674,Online,15,22
674,In-store,8,16
674,In-store,10,12
674,In-store,6,12
675,Online,15,20
676,Online,8,11
676,In-store,10,18
677,In-store,10,16
678,Online,14,18
678,Online,15,17
678,In-store,5,13
679,Online,15,19
679,Online,12,14
679,In-store,8,15
679,In-store,10,12
680,In-store,7,9
680,In-store,9,16
681,In-store,10,14
682,In-store,5,9
683,In-store,9,11
683,In-store,5,13
683,In-store,10,15
684,In-store,5,8
685,In-store,5,9
686,In-store,10,15
687,In-store,6,8
688,In-store,9,16
688,In-store,5,13
689,Online,11,16
689,In-store,5,12
690,In-store,5,11
691,In-store,7,15
692,In-store,6,12
692,Online,11,18
693,In-store,9,16
693,In-store,5,11
693,In-store,8,10
693,In-store,5,8
694,In-store,8,15
694,Online,10,18
694,In-store,6,8
695,In-store,5,8
696,In-store,6,14
696,In-store,8,10
697,Online,11,17
697,Online,8,10
698,In-store,7,10
698,In-store,8,14
698,Online,12,18
699,In-store,7,11
700,In-store,5,11
700,Online,15,20
700,Online,10,12
700,Online,13,20
700,Online,11,13
701,Online,13,20
701,Online,14,19
702,Online,13,16
702,In-store,9,17
703,In-store,5,7
704,Online,11,14
704,In-store,10,17
705,In-store,5,10
705,Online,15,23
705,In-store,8,14
706,Online,9,16
706,Online,8,11
707,Online,15,17
707,In-store,8,14
707,In-store,5,11
708,In-store,6,11
709,Online,13,16
710,Online,10,18
710,In-store,5,12
710,Online,11,17
710,In-store,10,16
711,In-store,5,13
711,In-store,10,17
711,In-store,10,16
711,In-store,7,14
712,Online,9,15
713,Online,12,20
713,In-store,7,11
714,Online,10,13
714,Online,15,18
714,In-store,10,14
714,Online,13,19
715,In-store,10,17
715,Online,11,14
715,In-store,9,17
716,In-store,9,15
717,In-store,8,13
717,In-store,8,13
718,In-store,6,13
718,In-store,6,14
719,In-store,6,9
719,In-store,10,18
720,In-store,9,14
720,In-store,8,11
720,Online,11,16
720,In-store,5,8
721,In-store,10,13
721,Online,12,15
722,In-store,6,11
722,In-store,7,14
723,In-store,7,12
723,Online,11,19
724,In-store,5,8
724,In-store,7,13
724,In-store,7,13
725,Online,15,23
725,In-store,6,9
725,In-store,10,13
725,In-store,8,14
726,In-store,7,11
727,In-store,8,10
728,In-store,10,16
728,In-store,8,16
728,In-store,10,18
729,Online,9,12
729,Online,10,12
729,Online,14,16
730,In-store,6,8
731,In-store,5,7
731,In-store,9,14
732,Online,8,13
733,Online,14,17
733,Online,8,11
733,Online,15,23
733,Online,13,20
734,In-store,7,13
735,Online,12,14
735,In-store,10,15
735,In-store,5,10
736,In-store,6,9
736,In-store,10,17
737,In-store,7,14
737,Online,9,12
738,In-store,5,12
739,Online,11,19
740,In-store,7,11
740,Online,9,11
740,In-store,10,15
740,Online,14,20
740,In-store,5,12
740,Online,11,14
740,Online,11,13
740,In-store,8,10
740,In-store,5,7
740,Online,10,17
740,In-store,6,8
740,In-store,10,13
740,In-store,6,11
741,Online,10,14
742,In-store,9,16
743,In-store,6,8
744,Online,15,20
745,Online,14,18
745,Online,14,18
745,In-store,7,13
745,In-store,10,16
745,In-store,8,12
745,In-store,7,15
745,Online,14,18
746,Online,15,19
746,In-store,6,14
747,In-store,7,10
747,In-store,8,10
747,In-store,10,13
748,In-store,6,10
749,Online,12,20
750,In-store,9,14
751,Online,8,16
751,Online,10,14
751,In-store,6,13
751,Online,8,11
752,In-store,6,9
752,Online,11,16
753,In-store,9,17
753,Online,10,18
753,In-store,8,16
753,In-store,6,10
754,In-store,9,16
754,In-store,10,17
755,Online,14,17
755,In-store,5,8
756,Online,15,23
756,In-store,5,7
756,Online,13,16
757,In-store,6,14
757,In-store,5,10
757,Online,9,17
757,Online,13,17
758,Online,12,14
758,In-store,7,11
759,In-store,5,13
760,In-store,8,12
761,In-store,5,10
761,In-store,6,11
762,In-store,5,13
762,Online,12,19
762,In-store,5,11
762,Online,15,18
763,Online,10,18
764,In-store,9,11
764,In-store,10,12
765,In-store,10,13
765,In-store,10,12
765,Online,11,14
765,Online,11,14
766,In-store,6,14
766,In-store,5,7
766,In-store,9,12
767,In-store,6,10
768,Online,11,15
769,In-store,7,13
770,In-store,6,13
770,Online,13,19
771,In-store,9,11
771,In-store,10,12
772,Online,15,20
773,Online,11,17
773,Online,13,21
774,In-store,6,12
774,In-store,9,11
775,In-store,6,13
775,In-store,5,7
775,Online,10,12
775,In-store,9,14
776,In-store,10,14
776,In-store,9,17
777,Online,9,16
777,In-store,7,12
778,In-store,5,9
778,In-store,9,15
778,Online,9,14
778,In-store,6,8
779,In-store,5,8
779,Online,9,16
779,Online,9,11
779,In-store,8,11
780,In-store,10,16
780,In-store,5,11
781,Online,11,19
781,In-store,7,10
781,Online,12,14
781,In-store,10,16
782,Online,8,14
782,In-store,6,9
783,In-store,8,11
783,Online,8,13
783,In-store,10,18
784,In-store,7,14
785,Online,10,16
785,In-store,7,9
786,In-store,5,10
787,In-store,7,15
787,Online,12,17
788,In-store,10,16
789,In-store,7,10
790,Online,10,15
790,In-store,7,10
791,Online,9,17
791,In-store,7,15
792,In-store,6,14
792,Online,8,14
792,Online,12,20
792,In-store,10,17
792,In-store,7,10
792,In-store,7,12
792,In-store,10,18
793,In-store,8,16
794,Online,13,18
795,In-store,5,12
796,In-store,5,8
797,Online,15,20
797,In-store,5,8
797,Online,13,15
798,In-store,6,12
798,In-store,8,10
798,In-store,9,16
798,In-store,9,13
799,In-store,6,12
799,In-store,8,14
799,In-store,5,8
800,In-store,7,14
800,Online,8,12
800,In-store,7,10
800,In-store,7,9
800,In-store,5,12
800,Online,9,16
801,In-store,8,15
801,Online,15,18
801,Online,9,11
801,In-store,5,13
801,In-store,5,7
801,Online,10,17
801,Online,9,17
801,In-store,9,14
801,In-store,8,13
801,In-store,10,15
801,In-store,7,10
801,In-store,10,15
802,In-store,8,15
802,Online,10,14
803,In-store,8,13
804,In-store,5,13
805,Online,8,10
805,Online,15,20
806,In-store,6,9
807,In-store,5,7
808,In-store,10,15
809,In-store,6,9
810,In-store,10,16
811,In-store,5,12
812,Online,9,12
812,In-store,7,10
813,In-store,8,13
813,In-store,6,9
814,Online,11,15
814,In-store,10,15
815,Online,9,14
816,In-store,9,17
816,In-store,7,11
817,Online,8,10
817,Online,14,17
817,In-store,8,16
817,In-store,5,10
818,Online,11,16
818,In-store,9,14
818,In-store,9,16
819,Online,11,18
819,In-store,8,12
820,In-store,6,12
820,In-store,8,16
821,In-store,9,14
822,In-store,10,18
823,Online,8,15
823,In-store,6,13
823,In-store,5,13
824,Online,8,15
824,In-store,9,13
824,Online,14,18
824,In-store,10,13
825,In-store,10,16
825,In-store,8,13
826,In-store,9,15
826,In-store,7,15
826,In-store,9,13
827,In-store,10,12
827,In-store,10,12
828,In-store,9,11
828,In-store,6,12
829,In-store,9,13
829,In-store,9,13
829,In-store,6,8
829,In-store,7,14
830,In-store,10,16
830,In-store,7,10
830,In-store,5,12
831,In-store,8,11
831,Online,14,20
831,In-store,8,13
831,In-store,8,10
832,Online,8,15
833,In-store,6,10
833,In-store,6,8
834,In-store,6,10
834,Online,12,17
834,In-store,10,15
834,In-store,10,17
835,In-store,8,11
835,In-store,6,10
835,Online,14,22
835,In-store,9,15
836,In-store,9,11
836,Online,12,14
836,In-store,9,17
836,Online,8,15
837,Online,12,15
838,In-store,8,16
838,In-store,5,9
838,Online,14,18
839,Online,13,15
840,In-store,7,10
841,In-store,7,15
842,In-store,7,14
842,In-store,9,13
842,In-store,7,13
843,In-store,9,16
844,In-store,9,12
845,Online,13,18
845,Online,13,18
845,In-store,6,8
845,In-store,7,14
846,In-store,6,12
846,In-store,10,16
847,Online,11,17
848,In-store,8,11
849,In-store,8,15
849,Online,11,16
849,In-store,8,12
849,In-store,10,18
850,Online,9,16
850,In-store,6,13
850,In-store,8,12
851,In-store,9,15
852,In-store,6,9
853,Online,12,14
854,Online,11,18
854,In-store,9,14
855,In-store,10,12
855,In-store,10,16
855,Online,15,18
855,In-store,9,11
855,In-store,6,10
856,Online,13,16
857,In-store,7,10
858,Online,14,16
858,Online,8,11
858,In-store,5,9
859,In-store,9,14
859,In-store,10,15
859,Online,15,17
859,In-store,5,8
860,In-store,9,11
860,Online,14,16
861,In-store,5,9
862,In-store,9,12
863,Online,9,15
864,In-store,7,10
864,In-store,9,13
864,In-store,10,15
864,In-store,7,13
864,In-store,6,13
864,In-store,9,13
864,Online,14,16
864,In-store,8,10
864,Online,14,19
865,In-store,8,12
866,Online,9,17
867,In-store,9,16
867,In-store,10,15
868,Online,13,15
869,In-store,10,12
869,In-store,5,11
870,In-store,6,9
870,In-store,9,15
871,In-store,6,11
872,In-store,7,13
873,Online,10,16
874,Online,9,13
874,In-store,9,11
875,In-store,9,13
876,In-store,5,9
876,Online,10,14
876,In-store,8,11
877,In-store,6,12
878,In-store,9,12
879,In-store,5,9
879,In-store,8,11
879,In-store,5,9
880,In-store,7,14
880,In-store,9,17
881,Online,15,18
881,Online,14,19
882,In-store,8,16
882,In-store,8,14
882,In-store,5,10
883,In-store,7,15
883,Online,12,20
883,In-store,8,12
883,In-store,5,7
884,In-store,8,10
885,In-store,10,14
885,Online,9,16
885,In-store,7,11
885,In-store,5,8
886,Online,15,21
886,In-store,9,13
886,In-store,10,14
887,Online,10,15
887,In-store,6,11
888,Online,9,16
888,In-store,7,15
889,In-store,8,13
890,In-store,6,9
891,In-store,8,14
892,Online,11,18
892,Online,12,20
893,In-store,10,18
894,In-store,6,11
895,Online,15,21
895,In-store,5,11
895,Online,15,23
896,Online,15,20
896,In-store,10,12
897,Online,14,16
897,In-store,5,13
897,In-store,9,14
898,In-store,9,12
899,In-store,6,14
899,Online,11,18
900,In-store,5,11
900,In-store,6,12
901,In-store,7,9
902,In-store,6,8
903,In-store,10,12
903,In-store,8,11
903,Online,9,15
904,In-store,6,14
904,In-store,7,15
905,In-store,8,16
905,In-store,10,12
905,Online,14,21
906,Online,13,15
906,In-store,8,13
907,In-store,9,12
908,In-store,6,8
908,Online,13,16
909,In-store,7,11
909,In-store,7,14
909,In-store,7,12
910,In-store,8,15
910,In-store,10,14
910,In-store,9,14
911,Online,8,11
911,Online,13,18
912,In-store,6,14
913,In-store,7,13
914,In-store,5,12
915,Online,12,14
915,Online,15,22
915,In-store,5,9
915,In-store,5,7
915,In-store,7,12
915,In-store,6,12
915,Online,10,14
915,In-store,8,11
916,In-store,10,12
916,In-store,8,15
916,In-store,8,15
916,Online,15,21
917,In-store,9,17
918,Online,11,13
919,In-store,10,15
920,In-store,8,10
920,In-store,10,16
921,In-store,5,9
921,Online,9,11
922,Online,8,10
922,In-store,10,18
922,In-store,9,14
923,In-store,8,15
923,In-store,6,13
924,In-store,9,13
924,Online,15,19
925,Online,13,18
926,Online,10,17
926,In-store,6,10
926,In-store,8,10
926,Online,11,19
927,In-store,9,11
927,In-store,7,10
927,In-store,6,8
927,Online,11,15
927,In-store,6,11
927,Online,15,18
927,In-store,9,11
927,In-store,10,12
927,Online,13,16
928,In-store,5,8
928,In-store,10,15
929,In-store,8,16
930,In-store,9,14
930,Online,15,22
930,In-store,10,13
931,Online,10,13
931,In-store,8,12
931,Online,10,12
932,Online,10,16
932,Online,15,20
933,In-store,6,12
934,In-store,9,11
935,In-store,8,11
935,In-store,7,15
935,In-store,10,16
935,In-store,6,14
936,Online,14,19
937,In-store,9,15
938,In-store,9,15
938,In-store,10,15
938,Online,11,19
939,Online,8,15
939,Online,12,20
940,Online,15,22
940,Online,15,19
940,In-store,8,12
941,In-store,7,13
941,In-store,9,17
942,In-store,7,11
942,In-store,8,16
943,In-store,9,12
944,In-store,5,9
945,Online,14,16
945,In-store,10,18
945,In-store,5,9
945,In-store,5,10
946,In-store,8,12
946,In-store,5,11
946,Online,15,20
946,In-store,8,10
947,Online,12,15
947,Online,12,19
947,In-store,10,17
948,In-store,7,10
948,In-store,8,15
948,Online,14,19
948,In-store,8,16
949,In-store,8,13
949,In-store,8,12
950,In-store,6,14
951,In-store,8,10
952,In-store,9,17
952,In-store,6,12
952,Online,15,19
952,In-store,9,17
953,Online,12,18
953,In-store,6,9
953,In-store,9,14
954,In-store,9,16
955,In-store,6,11
955,In-store,8,14
955,Online,15,19
956,Online,14,17
956,In-store,7,14
957,Online,8,11
957,In-store,10,18
957,Online,12,17
957,In-store,7,11
958,In-store,6,9
959,Online,14,22
959,In-store,7,13
960,Online,12,20
961,In-store,9,14
961,In-store,7,9
962,In-store,8,16
962,Online,12,20
963,Online,15,20
963,Online,12,15
963,In-store,10,13
964,In-store,9,14
964,In-store,10,13
965,Online,10,14
965,In-store,7,12
965,In-store,5,10
965,In-store,9,12
966,Online,8,10
966,Online,8,15
967,In-store,6,9
968,In-store,8,10
968,In-store,8,14
969,In-store,6,8
970,In-store,5,13
970,Online,9,12
971,In-store,6,12
971,In-store,5,12
971,Online,14,16
971,In-store,8,15
972,Online,11,13
972,In-store,10,15
973,In-store,7,11
974,In-store,6,12
975,Online,9,16
975,In-store,8,11
976,In-store,9,17
977,In-store,8,10
977,Online,15,23
978,In-store,9,11
978,Online,11,16
978,Online,15,19
978,Online,10,12
978,Online,10,16
978,In-store,10,13
978,Online,8,16
978,Online,14,22
978,Online,11,13
978,In-store,5,7
978,In-store,7,14
979,In-store,6,13
980,In-store,5,11
980,In-store,7,9
980,In-store,5,13
980,In-store,7,10
980,Online,12,19
980,In-store,8,16
981,In-store,7,14
982,In-store,10,15
982,Online,15,22
982,In-store,7,15
982,In-store,10,12
983,Online,14,19
984,In-store,10,14
985,In-store,5,7
985,In-store,7,15
985,In-store,7,12
986,Online,13,15
987,Online,14,21
987,In-store,7,10
987,In-store,9,13
988,In-store,7,11
989,In-store,7,13
990,In-store,7,11
991,Online,15,17
991,Online,9,15
992,In-store,9,15
993,Online,11,14
994,Online,13,20
994,In-store,6,11
994,In-store,6,9
994,In-store,10,13
995,In-store,5,10
996,Online,8,10
996,Online,12,19
996,In-store,8,14
996,In-store,9,16
997,Online,9,14
998,In-store,7,14
999,Online,12,19
1000,In-store,10,15
1000,In-store,7,12
1001,In-store,7,15
1001,Online,15,19
1001,In-store,5,13
1002,Online,11,18
1002,In-store,9,14
1003,In-store,7,12
1003,Online,13,17
1003,In-store,8,15
1004,In-store,10,13
1005,Online,14,16
1005,Online,15,18
1006,In-store,8,15
1006,In-store,6,9
1007,In-store,5,8
1008,Online,15,18
1008,Online,11,16
1009,In-store,10,17
1009,In-store,5,10
1010,In-store,5,8
1010,In-store,6,9
1010,In-store,9,13
1011,Online,15,23
1012,In-store,8,12
1012,In-store,7,11
1013,Online,10,15
1013,Online,12,20
1014,In-store,9,17
1014,In-store,7,14
1014,Online,12,15
1014,In-store,6,8
1015,Online,11,18
1016,Online,10,17
1016,In-store,6,10
1016,Online,8,10
1017,In-store,8,10
1018,Online,8,12
1018,In-store,6,14
1018,In-store,8,11
1019,In-store,6,14
1019,In-store,6,14
1019,In-store,6,14
1020,In-store,9,11
1020,In-store,10,15
1020,In-store,7,9
1020,In-store,6,11
1021,Online,12,19
1021,In-store,9,12
1021,Online,14,16
1021,Online,15,19
1022,In-store,6,8
1023,Online,8,14
1024,In-store,9,16
1025,Online,9,13
1025,Online,15,18
1025,In-store,7,12
1026,In-store,8,15
1026,In-store,9,16
1027,In-store,5,13
1028,Online,9,16
1028,In-store,7,15
1029,In-store,6,14
1029,In-store,9,14
1030,Online,13,18
1030,In-store,5,10
1030,In-store,10,12
1030,In-store,9,11
1031,In-store,7,13
1031,In-store,9,12
1032,Online,12,15
1033,In-store,6,12
1034,In-store,6,10
1034,Online,15,18
1034,In-store,8,13
1034,Online,14,17
1034,In-store,5,9
1034,Online,10,17
1034,Online,14,17
1034,Online,12,17
1035,In-store,7,12
1035,Online,13,15
1035,Online,12,16
1035,In-store,5,12
1036,In-store,9,12
1036,Online,10,17
1036,In-store,5,12
1036,In-store,10,18
1037,In-store,9,12
1037,In-store,10,18
1037,Online,12,17
1037,Online,12,18
1038,In-store,5,11
1038,Online,11,13
1039,In-store,5,9
1040,In-store,5,9
1040,Online,11,19
1041,Online,9,17
1042,In-store,6,10
1043,In-store,6,9
1043,In-store,7,13
1043,In-store,9,13
1043,In-store,6,13
1043,Online,10,14
1043,Online,8,12
1043,Online,10,14
1043,Online,9,11
1044,In-store,10,13
1045,In-store,7,12
1046,In-store,9,17
1047,In-store,9,14
1047,In-store,9,13
1047,In-store,7,13
1048,In-store,8,16
1049,In-store,7,14
1050,In-store,10,18
1051,Online,12,19
1052,In-store,8,13
1052,Online,8,11
1053,In-store,8,15
1053,Online,14,18
1053,In-store,9,15
1054,Online,15,22
1054,Online,9,16
1055,Online,11,16
1056,In-store,9,15
1056,Online,12,16
1056,In-store,9,16
1057,In-store,5,8
1057,In-store,7,12
1058,Online,9,16
1059,In-store,9,15
1059,Online,10,15
1059,Online,14,17
1059,Online,10,14
1060,In-store,5,12
1060,In-store,7,9
1061,In-store,7,10
1061,In-store,7,13
1062,In-store,5,8
1062,Online,10,18
1063,In-store,7,13
1063,Online,15,20
1063,Online,11,16
1064,Online,12,16
1065,In-store,9,13
1065,Online,15,18
1065,In-store,9,12
1065,In-store,10,17
1066,In-store,10,15
1066,Online,12,18
1066,In-store,9,16
1066,Online,12,20
1067,In-store,9,14
1067,Online,9,17
1067,In-store,7,14
1068,In-store,7,14
1068,In-store,8,15
1069,Online,11,15
1069,In-store,8,14
1069,In-store,9,15
1070,Online,8,12
1070,Online,9,17
1071,Online,14,22
1071,Online,12,19
1071,In-store,10,15
1072,Online,11,14
1072,In-store,8,16
1072,In-store,10,17
1073,In-store,8,13
1073,In-store,6,9
1073,Online,12,18
1074,Online,10,13
1075,Online,8,12
1076,Online,10,15
1076,In-store,9,13
1077,In-store,6,13
1078,In-store,10,12
1078,In-store,10,12
1079,In-store,7,9
